0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
24,,4454,"JARANGLA NALLAH U/S IPH
WATER SUPPLY SCHEME (FOR
MOHALLA MUGLA & VILLAGE
KARIAN)","HIMACHAL
PRADESH",3,16,8.2,,9.2,,103,194,7.3,8,BDL,BDL,BDL,1.2,2,2,14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,4455,"KLUIN NALLAH U/S IPH WATER
SUPPLY SCHEME (FOR
CHAMBA TOWN)","HIMACHAL
PRADESH",3,16,8.3,,9.2,,115,409,6.9,8.1,BDL,BDL,BDL,0.65,2,2,17,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,4462,"SAINJ NALLAH (U/S SAINJ
WATER SUPPLY SCHEME)","HIMACHAL
PRADESH",11,29,7.6,,9.2,,305,4104,7.6,8.7,BDL,BDL,0.44,2.4,2,70,23,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,4463,"DHANESON NALLAH (U/S
SAINJ WATER SUPPLY
SCHEME)","HIMACHAL
PRADESH",10,29,7.5,,9.5,,483,7491,7.9,8.6,BDL,1.2,BDL,0.93,4,79,24,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,4466,JARANGLA NALLAH,"HIMACHAL
PRADESH",3,11,8.9,,9.3,,102,200,7.8,8,BDL,BDL,BDL,1.11,2,2,27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,4474,"NALLAH, HALOG WATER
SUPPLY SCHEME BAG
KHANEREI, HALOG","HIMACHAL
PRADESH",6,12,9.3,,10,,167,6834,7.4,8.3,BDL,BDL,BDL,0.72,4,49,13,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,4475,"MACHADA NALLAH,
MAJHOUTI WATER SUPPLY
SCHEME NEW NIRSOO,
MAJHOUTI","HIMACHAL
PRADESH",6,12,9.2,,9.8,,109,6679,7.5,8.4,BDL,BDL,BDL,0.95,6,94,110,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,4476,"MANALSU NALA (( WATER
SUPPLY SCHEME FOR MANALI
TOWN U/S OF OLD MANALI
THESIL MANALI DIST KULLU","HIMACHAL
PRADESH",2,11,8.8,,11.3,,30,67,6.6,8.3,BDL,BDL,BDL,0.89,11,39,49,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,4477,"KHALADA NALA WATER
SUPPLY SCHEME KULLU TOWN
TEHSIL KULLU","HIMACHAL
PRADESH",5,19,8.3,,11.1,,146,228,7.7,8.1,BDL,BDL,BDL,1.7,17,38,94,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,4480,"SURAJMUKHI NALLAH D/S STP
SAMTI SOLAN","HIMACHAL
PRADESH",17,20,5.3,,8.2,,304,870,6.8,8.7,BDL,1.6,-,-,4,14,24,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WATER QUALITY DATA OF DRAINS UNDER NWMP (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",,"Station
Code","Name of Monitoring
Location",State Name,"Temperature
⁰C",,,Dissolve,,,"Conductivity
(µmhos/cm)",,pH,,BOD (mg/L),,"Nitrate-N +
Nitrite-N
(mg/l)",,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"d
Oxygen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,"(mg/L)
Min Max",,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,4481,"HATHLI NALLAH LIFT WATER
SUPPLY SCHEME FOR
MUNICIPAL COUNCIL
HAMIRPUR","HIMACHAL
PRADESH",14,28,7.7,,9.5,,223,419,7.6,8.4,BDL,BDL,BDL,0.56,2,2,11,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,4482,"LIFT WATER SUPPLY SCHEME
(PANJARAR) AND BHOTA
ROPARI & UJHAN","HIMACHAL
PRADESH",14.1,27,7.5,,9.5,,215,412,7.7,8.3,BDL,BDL,BDL,0.82,2,2,12,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,4082,"BAJU NALLAH AT KHOKHYAL
NEAR BARAGE, CONFLUENCE
POINT OF SAHAR-KHAD AND
KATHUA CITY NALLAHS","JAMMU &
KASHMIR",22,22,6.2,,6.2,,339,339,8.1,8.1,1.8,1.8,0.86,0.86,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,2763,"ASANGI NALLA AT ASANGI
VILLAGE,",KARNATAKA,19,21,4.7,,8.7,,268,1380,7.3,8.8,BDL,2.7,0.98,3.28,300,920,900,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,3923,"GURADIH NALLAH AT
PANPOSH",ODISHA,21,32,2.3,,5.8,,222,698,6.6,8.2,2.9,10,0.49,10.23,170,35000,220,92000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,3930,"BANGURU NALLAH (OVER
BRIDGE TALCHER RENGALI
DAM ROAD, SARKISOREPAL)",ODISHA,21,28,6,,8.8,,319,980,6.9,8.2,BDL,1.6,0.32,1.981,170,1700,490,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,3934,"GANDA NALLAH AT
MARTHAPUR",ODISHA,22,26,6.4,,7.6,,77,586,6.7,7.9,BDL,1.6,0.32,13.8,20,490,49,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,3939,KUNDRA NALLAH AT JODA,ODISHA,15,25,4.9,,8.2,,88,221,6.8,7.9,BDL,1.6,BDL,1.242,110,3300,490,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,2906,"DHANAULA DRAIN FALLING
INTO LASSARA DRAIN NEAR
VILL. DHUNAS, PUNJAB",PUNJAB,10,33,BDL,,BDL,,3390,7025,7,8,115,262,3.7,7.2,94000,220000,280000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,2907,"HUDIARA DRAIN AT VILL.
DHAHUKE (WHERE IT ENTERS
PAKISTAN), PUNJAB",PUNJAB,15,33,BDL,,BDL,,1020,1680,7.3,7.9,48,153,1.3,4.2,17000,94000,70000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,2914,"POINT SOURSE BUDHA
NALLAH, PUNJAB",PUNJAB,15,29,BDL,,BDL,,221,2180,6.6,7.3,105,195,2.7,11.6,240000,3500000,940000,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,4158,"SAGARPARA DRAIN AT VILL
SAGRA DIST, PATIALA",PUNJAB,14,30,1.2,,2.5,,708,1224,7.1,7.8,22,48,0.8,4,3200,7000,22000,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,10047,"CHENNAI WATERWAYS AT
OTTERI NULLAH (ORIGIN)",TAMIL NADU,27,33,BDL,,1,,1917,3130,6.8,7.5,11,104,BDL,3.02,40,1100,220,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,10048,"CHENNAI WATERWAYS AT
OTTERI NULLAH (KILPAUK
GARDEN)",TAMIL NADU,27,32,BDL,,1.2,,1783,2750,6.9,8,8,48,BDL,2.12,68,1700,210,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,10051,"CHENNAI WATERWAYS AT
BUCKINGHAM CANAL X
OTTERI NULLAH CONFLUENCE
(GMR VASAVI INDUSTRIES)",TAMIL NADU,26,32,BDL,,BDL,,1739,3230,7.1,7.8,11,147,BDL,1.52,45,490,230,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,10055,"CHENNAI WATERWAYS AT
MAMBALAM DRAIN (USMAN
ROAD)",TAMIL NADU,29,30,BDL,,1.2,,1223,1352,7.1,8,4,14,BDL,1.7,78,330,490,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WATER QUALITY DATA OF DRAINS UNDER NWMP (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",,"Station
Code","Name of Monitoring
Location",State Name,"Temperature
⁰C",,,Dissolve,,,"Conductivity
(µmhos/cm)",,pH,,BOD (mg/L),,"Nitrate-N +
Nitrite-N
(mg/l)",,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"d
Oxygen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,"(mg/L)
Min Max",,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,10056,"CHENNAI WATERWAYS AT
MAMBALAM DRAIN (GOLF
COURSE)",TAMIL NADU,26,30,1.5,,1.5,,1318,1879,6.6,8,12,59,0.32,2.01,45,1100,330,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,3054,"OUTLET OF ASH POND
EFFLUENTS OF M/S.NTPC,
RAMAGUNDAM,
KARIMNAGAR",TELANGANA,27,31,1.8,,5.8,,850,2001,8.98,11,2.1,4,BDL,3.2,BDL,22,4,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,3055,"TREATED EFFLUENTS OF 339
MLD STP, AMBERPET,
HYDERABAD BEFORE JOINING
TO MUSI, HYDERABAD",TELANGANA,27,29,3.2,,5.5,,1032,1489,6.8,8.1,8,29,-,-,13,920,33,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,3056,"OUTLET OF STP,
LANGARHOUSE LAKE, RANGA
REDDY",TELANGANA,27,28,2.3,,5.6,,1140,1915,7.1,8,8,29,-,-,2,79,23,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,3057,"OUTLET OF STP, NAGOLE ON
MUSI, RANGA REDDY",TELANGANA,27,29,3.4,,6.3,,738,1245,6.8,8.1,11,25,-,-,5,79,22,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,3058,"OUTLET OF STP,
KHAIRATABAD ON
HUSSAINSAGAR LAKE, RANGA
REDDY",TELANGANA,27,29,2,,5,,836,1200,7.2,8,6,30,-,-,5,540,5,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,3059,"OUTLET OF STP, SAFILGUDA
LAKE, RANGA REDDY",TELANGANA,27,30,3.2,,6.7,,1292,1805,7.2,8.3,6,32,-,-,5,130,8,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,3060,"OUTLET OF STP, DURGAM
CHERUVU, RANGAREDDY",TELANGANA,27,29,4.1,,7.4,,780,1574,6.8,8.5,4,32,-,-,2,100,2,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,3061,"OUTLET OF STP,
NALLACHERUVU ON MUSI,
RANGAREDDY",TELANGANA,27,29,3.9,,7.3,,1154,1748,7.3,8.4,7,25,-,-,8,1600,33,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,3062,"OUTLET OF STP, SAROOR
NAGAR, RANGAREDDY",TELANGANA,27,29,2.6,,5,,1151,1530,6.9,8.1,8,26,-,-,8,1600,33,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WATER QUALITY DATA OF STP UNDER NWMP (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No
.",,"Station
Code","Name of
Monitoring
Location","Inlet/
outet",State Name,Temperature ⁰C,,,"Dissolved
Oxygen
(mg/L)",,,pH,,"Conductivity
(mhos/cm)",,BOD (mg/L),,,"Nitrate-N +
Nitrite-N
(mg/l)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,20004,STP AT RAJAHMUNDRY,,"ANDHRA
PRADESH",-,-,BDL,,BDL,,6.5,7.5,,,5.8,62,-,,-,,11,46,240,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,20013,PANAJI-1 TONCA,,GOA,27,30,,,,,5.4,7.4,,,78.6,456.1,-,,-,,2200000,35000000,5400000,"540000
00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,20015,"AHMEDABAD-1
BENRAMPURA",,GUJARAT,26,27,,,,,7.2,8.2,,,17,55,-,,-,,94,1600,540,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,20016,"AHMEDABAD-2 NAROL
SARKHEJ HIGHWAY",,GUJARAT,26,27,,,,,7,8.2,,,11,69,-,,-,,79,1600,430,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,20017,"STP NEAR PAMBA AT
PATHANAMTHITTA
KERALA",,KERALA,-,-,,,,,8.5,8.5,,,200,200,-,,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,20019,"STP, PURI AT
MANGALAGHAT",,ODISHA,27,33,,,,,6.8,8.2,,,5.5,25.7,-,,-,,170,92000,170,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,20020,"WASTEWATER OF
TALCHER",,ODISHA,23,30,,,,,6.6,7.4,,,31.2,110,-,,-,,7900,160000,24000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,20022,"LUDHIANA-1,
BHATTIAN",,PUNJAB,-,-,,,,,6.7,7.6,,,22,50,-,,-,,330,3500000,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,20023,"LUDHIANA-2, BALLOKE",,PUNJAB,-,-,,,,,6,7.4,,,30,340,-,,-,,130,35000000,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,20024,"LUDHIANA-3,
JAMALPUR",,PUNJAB,-,-,,,,,6.7,7.8,,,16,220,-,,-,,2100,16000000,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,20025,PHAGWARA,,PUNJAB,-,-,,,,,7.1,7.6,,,21,25,-,,-,,-,-,93,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,20026,PHILLAUR,,PUNJAB,-,-,,,,,7.2,7.9,,,18,40,-,,-,,-,-,1400,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,20027,KAPURTHALA,,PUNJAB,-,-,,,,,7.3,7.3,,,20,20,-,,-,,-,-,1700,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,20028,SULTANPUR LODHI,,PUNJAB,-,-,,,,,7,7.3,,,18,44,-,,-,,-,-,610,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,20032,"CHENNAI-1
NESAPAKKAM (ZONE-
IV)",,TAMIL NADU,26,30,,,,,7.2,9.3,,,5,13,-,,-,,2,92,2,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,20033,"CHENNAI-2
PERUNGADI(ZONE-V)",,TAMIL NADU,31,31,,,,,6.8,7.5,,,9,22,-,,-,,20,210,200,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,20034,"CHENNAI-
3KODUNGAIYUR (ZONE
I&II)",,TAMIL NADU,26,30,,,,,6.8,11,,,4,12,-,,-,,2,120,20,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,20035,"CHENNAI-4
KOYAMBEDU (ZONE-III)",,TAMIL NADU,26,32,1,,1,,6.8,8.6,,,5,11,-,,-,,2,68,92,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,20037,ERODE-1,,TAMIL NADU,28,33,5.3,,5.3,,6.9,7.7,1245,1699,13,70,0.062,,1.1,,170,4300,320,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,20038,ERODE-2,,TAMIL NADU,28,32,4.6,,4.6,,7.3,7.8,1339,1772,5,180,0.071,,6.061,,26,3100,94,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,20041,KARUR,,TAMIL NADU,26,36,1.2,,4,,7.2,8,1767,2390,5,55,0.7,,2.76,,70,4600,170,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,20042,MAYILADUTHURAI,,TAMIL NADU,23,27,2.4,,6.1,,7.3,8.6,400,6530,3,62,0.36,,22.53,,14,2500,32,5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,20043,"TIRCHIRAPPALLLI-
SRIRANGAM",,TAMIL NADU,29,35,1.6,,4.3,,7.1,8.2,1070,1531,7.5,68,BDL,,0.981,,330,2600,790,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WATER QUALITY DATA OF STP UNDER NWMP (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No
.",,"Station
Code","Name of
Monitoring
Location","Inlet/
outet",State Name,Temperature ⁰C,,,"Dissolved
Oxygen
(mg/L)",,,pH,,"Conductivity
(mhos/cm)",,BOD (mg/L),,,"Nitrate-N +
Nitrite-N
(mg/l)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,20044,THANJAVUR,,TAMIL NADU,28,32,0.8,,4.2,,6.7,7.3,806,1575,3.6,90,BDL,,0.53,,260,4300,630,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,20045,TIRUNELVELI,,TAMIL NADU,25,30,3,,6,,6.5,7.8,855,1286,8.1,36,BDL,,3.66,,1300,21000,4600,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,20047,KUMBAKONAM,,TAMIL NADU,27,34,2.2,,4.6,,7,7.8,1437,1634,5,98,BDL,,0.95,,1700,2500,3200,5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,20048,SWARG ASHRAM - 1,,"UTTARAKHA
ND",16,27,8.4,,10,,7.1,8.2,98,686,BDL,1.2,1.35,,4.23,,14,40,30,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,20049,"LAKKAR GHAT-
OXIDATION PONDS",,"UTTARAKHA
ND",16,29,8,,10.8,,7,8.4,155,853,BDL,1.4,0.49,,1.64,,17,34,38,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,20050,JAGJITPUR,,"UTTARAKHA
ND",17,26,8.4,,11.6,,7.5,8.4,97,277,BDL,2,BDL,,0.48,,30,90,70,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WATER QUALITY DATA OF WATER TREATMENT PLANTS (RAW WATER) UNDER NWMP (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",,"Station
Code",Name of Monitoring Location,"State
Name",Temperature ⁰C,,"Dissolved Oxygen
(mg/L)",,pH,,"Conductivity
(mhos/cm)",,BOD (mg/L),,,Nitrate-N +,,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Nitrite-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3041,"WATER WORKS- WAZIRABAD,
DELHI",DELHI,-,-,,,8.2,8.2,482,482,2.3,2.3,6.06,,6.06,,680,680,7900,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3042,"WATER WORKS- SONIA VIHAR,
DELHI",DELHI,-,-,,,8.1,8.1,488,488,2.5,2.5,6.06,,6.06,,93,93,5400,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3044,"WATER WORKS- NANGLOI, DELHI",DELHI,-,-,,,7.5,7.5,290,290,1,1,1,,1,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,3046,"WATER WORKS- DWARKA, DELHI",DELHI,-,-,,,7.9,7.9,265,265,1.5,1.5,0.62,,0.62,,170,170,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,3047,WATER WORKS- GURGAON,HARYANA,4,13,4.1,6.6,7,7.7,218,1780,-,-,-,,3.2,,-,-,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,3048,WATER WORKS- FARIDABAD,HARYANA,-,-,4.6,6.8,7.1,7.3,560,580,2,4,-,,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,4861,"NEAR HUDA/ HSVP WATER
WORKS, BASAI, GURUGRAM",HARYANA,3,18,6,6.6,7,7.3,530,2140,-,-,-,,3.6,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
4369,,"COLLING WATER
BLOWDOWNS FROM
ANDHRA SUGARS
LTD, TANUKU BEFORE
JOINING RIVER
GODAVARI","ANDHRA
PRADESH",22,,,29,,,5.0,,,8.0,,,254,,,645,,,7.3,,,7.9,,,1.0,,,2.5,,,0.5,,,2.7,,,3,,,9,,,64,,,120,,,,,,,,,
4373,,"GOSTANI RIVER
SAMPLE AFTER
CONFLUENCE WITH
M/S DELTA PAPEER
MILL EFFLUENTS,
BENDRA,
PALAKODERU (M),
BUT BEFORE
CONFLUENCE WITH
YANAMADURRU
DRAIN","ANDHRA
PRADESH",24,,,30,,,0.3,,,6.2,,,612,,,3850,,,7.0,,,7.7,,,1.9,,,12.2,,,1.0,,,3.1,,,11,,,21,,,150,,,240,,,,,,,,,
3052,,"GUNTATHIPPA DRAIN
B/C WITH RYVES
CANAL AT
RAMAVARAPPADU,
KRISHNA, A.P.","ANDHRA
PRADESH",24,,,27,,,5.1,,,5.9,,,1458,,,2100,,,6.9,,,7.9,,,4.4,,,10.8,,,2.8,,,4.6,,,3,,,3,,,1100,,,1100,,,,,,,,,
3067,,"OUTLET OF STP ON
GODAVARI,
RAJAHMUNDRY, EAST
GODAVARI, A.P.","ANDHRA
PRADESH",24,,,31,,,6.0,,,7.6,,,156,,,346,,,6.7,,,7.8,,,1.6,,,2.4,,,0.5,,,2.7,,,9,,,15,,,150,,,210,,,,,,,,,
3053,,"TULIA BAGH DRAIN
AT VEMULAVADA,
EAST GODAVARI, A.P.","ANDHRA
PRADESH",25,,,30,,,1.5,,,5.0,,,785,,,21420,,,6.6,,,7.7,,,3.5,,,8.4,,,1.3,,,3.7,,,15,,,28,,,210,,,1100,,,,,,,,,
2047,,"N-CHOE (ATTAWA
CHOE), CHANDIGARH",CHANDIGARH,16,,,32,,,0.3,,,9.1,,,460,,,669,,,6.9,,,7.8,,,2.1,,,185.0,,,0.5,,,2.2,,,2700,,,6900000,,,17200,,,76000000,,,,,,,,,
2048,,"PATIALA KI RAO,
CHANDIGARH",CHANDIGARH,16,,,33,,,0.3,,,0.3,,,828,,,1099,,,7.5,,,8.0,,,36.0,,,421.0,,,0.7,,,9.3,,,1100000,,,10900000,,,4500000,,,76000000,,,,,,,,,
2049,,"SUKHNA CHOE,
CHANDIGARH",CHANDIGARH,16,,,32,,,0.1,,,2.6,,,495,,,1074,,,7.2,,,7.8,,,76.0,,,255.0,,,0.6,,,13.4,,,2200000,,,27000000,,,7000000,,,220000000,,,,,,,,,
5268,,ABU FAZAL DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.2,,,7.7,,,42.0,,,73.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
1505,,"BARAPULA DRAIN,
DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.0,,,7.8,,,26.0,,,93.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
1502,,"CIVIL MILL DRAIN,
DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,6.9,,,7.6,,,20.0,,,66.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5274,,"CONTRIBUTION OF
OUT FALLS IN OLD
AGRA CANAL",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.5,,,7.5,,,66.0,,,66.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5267,,DRAIN NO. 14,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.0,,,7.6,,,32.0,,,77.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5263,,"ISBT + MORI GATE
DRAIN",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.3,,,7.4,,,24.0,,,70.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
